Course #,Course Title,Course Path,Direct Link
108310,Creative Photography 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Art - Visual Arts > SubSubject: Photography >,Click Here
108320,Creative Photography 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Art - Visual Arts > SubSubject: Photography >,Click Here
108330,Creative Photography 3 Honors,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Art - Visual Arts > SubSubject: Photography >,Click Here
108360,AICE Art and Design - Photography AS Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Art - Visual Arts > SubSubject: Photography >,Click Here
109310,Portfolio Development: Drawing-Honors,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Art - Visual Arts > SubSubject: Portfolio >,Click Here
109320,Portfolio Development: Two-Dimensional Design Honors,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Art - Visual Arts > SubSubject: Portfolio >,Click Here
109330,Portfolio Development: Three-Dimensional Design-Honors,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Art - Visual Arts > SubSubject: Portfolio >,Click Here
109350,Advanced Placement Studio Art Two-Dimensional Design,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Art - Visual Arts > SubSubject: Portfolio >,Click Here
109360,Advanced Placement Studio Art Three-Dimensional Design,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Art - Visual Arts > SubSubject: Portfolio >,Click Here
110300,Printmaking 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Art - Visual Arts > SubSubject: Printmaking >,Click Here
110310,Printmaking 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Art - Visual Arts > SubSubject: Printmaking >,Click Here
111310,Sculpture 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Art - Visual Arts > SubSubject: Sculpture >,Click Here
111320,Sculpture 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Art - Visual Arts > SubSubject: Sculpture >,Click Here
111330,Sculpture 3 Honors,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Art - Visual Arts > SubSubject: Sculpture >,Click Here
111340,AICE Art and Design - Sculpture AS Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Art - Visual Arts > SubSubject: Sculpture >,Click Here
113300,Architectural Design and Drawing 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Art - Visual Arts > SubSubject: Architectural Design >,Click Here
113310,Architectural Design and Drawing 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Art - Visual Arts > SubSubject: Architectural Design >,Click Here
113320,Architectural Design and Drawing 3 Honors,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Art - Visual Arts > SubSubject: Architectural Design >,Click Here
114800,Florida's Preinternational Baccalaureate Art 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Art - Visual Arts > SubSubject: Research / Studio / Theory >,Click Here
114810,Florida's Preinternational Baccalaureate Art 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Art - Visual Arts > SubSubject: Research / Studio / Theory >,Click Here
114820,International Baccalaureate Art B-1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Art - Visual Arts > SubSubject: Research / Studio / Theory >,Click Here
114830,International Baccalaureate Art B-2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Art - Visual Arts > SubSubject: Research / Studio / Theory >,Click Here
114840,International Baccalaureate Art B-3,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Art - Visual Arts > SubSubject: Research / Studio / Theory >,Click Here
114850,International Baccalaureate Art A-1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Art - Visual Arts > SubSubject: Research / Studio / Theory >,Click Here
114860,International Baccalaureate Art A-2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Art - Visual Arts > SubSubject: Research / Studio / Theory >,Click Here
114870,International Baccalaureate Art A-3,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Art - Visual Arts > SubSubject: Research / Studio / Theory >,Click Here
100990,Art Transfer,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Art - Visual Arts > SubSubject: Research / Studio / Theory >,Click Here
200420,AICE Computing 1 AS Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Computer Education > SubSubject: General >,Click Here
200890,International Baccalaureate Information Technology in Global Society 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Computer Education > SubSubject: General >,Click Here
200900,International Baccalaureate Information Technology in Global Society 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Computer Education > SubSubject: General >,Click Here
200320,Advanced Placement Computer Science A,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Computer Education > SubSubject: General >,Click Here
200800,International Baccalaureate Computer Science 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Computer Education > SubSubject: General >,Click Here
200810,International Baccalaureate Computer Science 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Computer Education > SubSubject: General >,Click Here
200990,Computer Education Transfer,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Computer Education > SubSubject: General >,Click Here
300300,World Dance,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Dance > SubSubject: General >,Click Here
300310,Dance Techniques 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Dance > SubSubject: General >,Click Here
300320,Dance Techniques 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Dance > SubSubject: General >,Click Here
300330,Dance Techniques 3 Honors,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Dance > SubSubject: General >,Click Here
300340,Ballet 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Dance > SubSubject: General >,Click Here
300350,Ballet 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Dance > SubSubject: General >,Click Here
300360,Ballet 3,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Dance > SubSubject: General >,Click Here
300370,Ballet 4 Honors,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Dance > SubSubject: General >,Click Here
300380,Dance Choreography/Performance 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Dance > SubSubject: General >,Click Here
300390,Dance Choreography/Performance 2 Honors,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Dance > SubSubject: General >,Click Here
300400,Dance Repertory 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Dance > SubSubject: General >,Click Here
300410,Dance Repertory 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Dance > SubSubject: General >,Click Here
300420,Dance Repertory 3 Honors,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Dance > SubSubject: General >,Click Here
300430,Dance Repertory 4 Honors,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Dance > SubSubject: General >,Click Here
300450,Dance History and Aesthetics 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Dance > SubSubject: General >,Click Here
300460,Dance History and Aesthetics 2 Honors,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Dance > SubSubject: General >,Click Here
100070,M/J Art in World Cultures,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Art - Visual Arts > SubSubject: Art Appreciation/History >,Click Here
701870,International Baccalaureate Mid Yrs Prog French 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: World Languages > SubSubject: French >,Click Here
701880,International Baccalaureate Mid Yrs Prog French 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: World Languages > SubSubject: French >,Click Here
701890,International Baccalaureate Mid Yrs Prog French 3,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: World Languages > SubSubject: French >,Click Here
705380,Advanced Placement Italian Language and Culture,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: World Languages > SubSubject: Italian >,Click Here
705393,International Baccalaureate Italian 4,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: World Languages > SubSubject: Italian >,Click Here
705394,International Baccalaureate Italian 5,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: World Languages > SubSubject: Italian >,Click Here
708534,Pre-AICE Spanish 2 IGCSE Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: World Languages > SubSubject: Spanish >,Click Here
708540,AICE Spanish Literature AS Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: World Languages > SubSubject: Spanish >,Click Here
708830,International Baccalaureate Spanish 4,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: World Languages > SubSubject: Spanish >,Click Here
708840,International Baccalaureate Spanish 5,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: World Languages > SubSubject: Spanish >,Click Here
708870,International Baccalaureate Mid Yrs Prog Spanish 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: World Languages > SubSubject: Spanish >,Click Here
708880,International Baccalaureate Mid Yrs Prog Spanish 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: World Languages > SubSubject: Spanish >,Click Here
708890,International Baccalaureate Mid Yrs Prog Spanish 3,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: World Languages > SubSubject: Spanish >,Click Here
711820,International Baccalaureate Mandarin Chinese 4,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: World Languages > SubSubject: Chinese >,Click Here
711830,International Baccalaureate Mandarin Chinese 5,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: World Languages > SubSubject: Chinese >,Click Here
1202362,AICE Mathematics and Probability and Statistics 1 AS Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Mathematics > SubSubject: Probablility and Statistics >,Click Here
1202364,AICE Mathematics and Probability and Statistics 2 A Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Mathematics > SubSubject: Probablility and Statistics >,Click Here
1202366,AICE Mathematics and Mechanics and Probability and Statistics 2 A Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Mathematics > SubSubject: Probablility and Statistics >,Click Here
5013060,Music - Grade Kindergarten,Section: Grades PreK to 12 Education Courses > Grade Group: Grades PreK to 5 Education Courses > Subject: Music Education > SubSubject: General >,Click Here
5013070,Music - Grade 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades PreK to 5 Education Courses > Subject: Music Education > SubSubject: General >,Click Here
5013080,Music - Grade 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades PreK to 5 Education Courses > Subject: Music Education > SubSubject: General >,Click Here
5013090,Music - Intermediate 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades PreK to 5 Education Courses > Subject: Music Education > SubSubject: General >,Click Here
5013100,Music - Intermediate 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades PreK to 5 Education Courses > Subject: Music Education > SubSubject: General >,Click Here
5013110,Music - Intermediate 3,Section: Grades PreK to 12 Education Courses > Grade Group: Grades PreK to 5 Education Courses > Subject: Music Education > SubSubject: General >,Click Here
3026015,Pre-AICE Physical Education IGCSE Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Physical Education > SubSubject: Combined Courses >,Click Here
1001315,English 1 for Credit Recovery,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: English/Language Arts > SubSubject: English >,Click Here
1001345,English 2 for Credit Recovery,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: English/Language Arts > SubSubject: English >,Click Here
1001375,English 3 for Credit Recovery,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: English/Language Arts > SubSubject: English >,Click Here
1001402,English 4 for Credit Recovery,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: English/Language Arts > SubSubject: English >,Click Here
1002305,English 1 Through ESOL for Credit Recovery,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: English/Language Arts > SubSubject: English for Speakers of Other Languages >,Click Here
1002315,English 2 Through ESOL for Credit Recovery,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: English/Language Arts > SubSubject: English for Speakers of Other Languages >,Click Here
1002325,English 3 Through ESOL for Credit Recovery,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: English/Language Arts > SubSubject: English for Speakers of Other Languages >,Click Here
1001840,International Baccalaureate Mid Yrs Prog English 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: English/Language Arts > SubSubject: English >,Click Here
1001845,International Baccalaureate Mid Yrs Prog English 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: English/Language Arts > SubSubject: English >,Click Here
107472,International Baccalaureate Film Studies 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Art - Visual Arts > SubSubject: Photography >,Click Here
107474,International Baccalaureate Film Studies 3,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Art - Visual Arts > SubSubject: Photography >,Click Here
102330,AICE Art & Design - Ceramics AS Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Art - Visual Arts > SubSubject: Ceramics / Pottery >,Click Here
1002181,M/J Developmental Language Arts Through ESOL (Reading),Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: English/Language Arts > SubSubject: English for Speakers of Other Languages >,Click Here
2100040,M/J International Baccalaureate MYP United States History,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Social Studies > SubSubject: American and Western Hemispheric Histories >,Click Here
2103018,M/J International Baccalaureate MYP World Geography & Career Planning,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Social Studies > SubSubject: Geography >,Click Here
2105040,M/J International Baccalaureate MYP World Cultures,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Social Studies > SubSubject: Multicultural Studies >,Click Here
2106027,M/J International Baccalaureate MYP Civics Advanced,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Social Studies > SubSubject: Political Sciences >,Click Here
2106028,M/J International Baccalaureate MYP Civics Advanced & Career Planning,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Social Studies > SubSubject: Political Sciences >,Click Here
2100415,AICE Caribbean History AS Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: American and Western Hemispheric Histories >,Click Here
2101820,International Baccalaureate Social Anthropology 3,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Anthropology >,Click Here
2102430,International Baccalaureate Business and Management 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Economics >,Click Here
2102440,International Baccalaureate Business and Management 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Economics >,Click Here
2108310,AICE Sociology 1 AS Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Sociology >,Click Here
711800,Florida’s Preinternational Baccalaureate Mandarin Chinese 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: World Languages > SubSubject: Chinese >,Click Here
711810,Florida’s Preinternational Baccalaureate Mandarin Chinese 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: World Languages > SubSubject: Chinese >,Click Here
711812,Florida’s Preinternational Baccalaureate Mandarin Chinese 3,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: World Languages > SubSubject: Chinese >,Click Here
718300,AICE Afrikaans A Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: World Languages > SubSubject: Afrikaans >,Click Here
718310,AICE Afrikaans First Language AS Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: World Languages > SubSubject: Afrikaans >,Click Here
718320,AICE Afrikaans Language AS Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: World Languages > SubSubject: Afrikaans >,Click Here
708800,Florida's Preinternational Baccalaureate Spanish 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: World Languages > SubSubject: Spanish >,Click Here
708810,Florida's Preinternational Baccalaureate Spanish 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: World Languages > SubSubject: Spanish >,Click Here
708820,Florida's Preinternational Baccalaureate Spanish 3,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: World Languages > SubSubject: Spanish >,Click Here
705390,Florida's Preinternational Baccalaureate Italian 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: World Languages > SubSubject: Italian >,Click Here
705391,Florida's Preinternational Baccalaureate Italian 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: World Languages > SubSubject: Italian >,Click Here
705392,Florida's Preinternational Baccalaureate Italian 3,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: World Languages > SubSubject: Italian >,Click Here
300480,Dance Kinesiology and Somatics 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Dance > SubSubject: General >,Click Here
300600,Dance Kinesiology and Somatics 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Dance > SubSubject: General >,Click Here
300620,Dance Seminar & Career Preparation Honors,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Dance > SubSubject: General >,Click Here
300650,Florida's Preinternational Baccalaureate Dance,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Dance > SubSubject: General >,Click Here
300660,International Baccalaureate Dance 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Dance > SubSubject: General >,Click Here
300670,International Baccalaureate Dance 3,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Dance > SubSubject: General >,Click Here
300990,Dance Transfer,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Dance > SubSubject: General >,Click Here
400300,Introduction to Drama,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Drama - Theatre Arts > SubSubject: General >,Click Here
400310,Theatre 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Drama - Theatre Arts > SubSubject: General >,Click Here
400320,Theatre 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Drama - Theatre Arts > SubSubject: General >,Click Here
400330,Theatre 3 Honors,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Drama - Theatre Arts > SubSubject: General >,Click Here
400340,Theatre 4 Honors,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Drama - Theatre Arts > SubSubject: General >,Click Here
400345,Pre-AICE Drama IGCSE Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Drama - Theatre Arts > SubSubject: General >,Click Here
400350,Theatre History and Literature 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Drama - Theatre Arts > SubSubject: General >,Click Here
400360,Theatre History and Literature 2 Honors,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Drama - Theatre Arts > SubSubject: General >,Click Here
400370,Acting 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Drama - Theatre Arts > SubSubject: General >,Click Here
400380,Acting 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Drama - Theatre Arts > SubSubject: General >,Click Here
400390,Acting 3,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Drama - Theatre Arts > SubSubject: General >,Click Here
400400,Acting 4 Honors,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Drama - Theatre Arts > SubSubject: General >,Click Here
400410,Technical Theatre Design & Production 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Drama - Theatre Arts > SubSubject: General >,Click Here
400420,Technical Theatre Design & Production 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Drama - Theatre Arts > SubSubject: General >,Click Here
400430,Technical Theatre Design & Production 3,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Drama - Theatre Arts > SubSubject: General >,Click Here
400440,Technical Theatre Design & Production 4 Honors,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Drama - Theatre Arts > SubSubject: General >,Click Here
400500,Theatrical Direction and Stage Management 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Drama - Theatre Arts > SubSubject: General >,Click Here
400510,Theatrical Direction and Stage Management 2 Honors,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Drama - Theatre Arts > SubSubject: General >,Click Here
400540,Voice and Diction,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Drama - Theatre Arts > SubSubject: General >,Click Here
400620,Theatre Improvisation,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Drama - Theatre Arts > SubSubject: General >,Click Here
400660,Theatre; Cinema and Film Production,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Drama - Theatre Arts > SubSubject: General >,Click Here
400810,International Baccalaureate Theatre 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Drama - Theatre Arts > SubSubject: General >,Click Here
400820,International Baccalaureate Theatre 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Drama - Theatre Arts > SubSubject: General >,Click Here
400990,Drama Transfer,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Drama - Theatre Arts > SubSubject: General >,Click Here
101010,M/J Two-Dimensional Studio Art 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Art - Visual Arts > SubSubject: Art Comprehensive >,Click Here
101020,M/J Two-Dimensional Studio Art 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Art - Visual Arts > SubSubject: Art Comprehensive >,Click Here
101040,M/J Three-Dimensional Studio Art 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Art - Visual Arts > SubSubject: Art Comprehensive >,Click Here
101050,M/J Three-Dimensional Studio Art 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Art - Visual Arts > SubSubject: Art Comprehensive >,Click Here
102040,M/J Creative Photography 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Art - Visual Arts > SubSubject: Photography >,Click Here
102050,M/J Creative Photography 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Art - Visual Arts > SubSubject: Photography >,Click Here
103000,M/J Digital Art & Design 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Art - Visual Arts > SubSubject: Digital Arts >,Click Here
103010,M/J Digital Art & Design 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Art - Visual Arts > SubSubject: Digital Arts >,Click Here
100220,M/J Art Transfer,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Art - Visual Arts > SubSubject: Digital Arts >,Click Here
704000,M/J American Sign Language Beginning,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: World Languages > SubSubject: American Sign Language >,Click Here
